apiVersions,capabilities,capacity,costs,family,kind,locationInfo,locations,InstanceType,resourceType,restrictions,size,tier,Region,Price,SpotPrice,AcceleratorName,AcceleratorCount,MemoryGiB,GpuInfo
,"[{'name': 'MaxResourceVolumeMB', 'value': '393216'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '48'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '96'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '48'}, {'name': 'ACUs', 'value': '195'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '96000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '805306368'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '805306368'}, {'name': 'CachedDiskBytes', 'value': '824633720832'}, {'name': 'UncachedDiskIOPS', 'value': '76800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '1153433600'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardFSv2Family,,"[{'location': 'eastus2', 'zoneDetails': [{'Name': ['1', '2', '3'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['1', '2', '3']}]",['eastus2'],Standard_F48s_v2,virtualMachines,[],F48s_v2,Standard,eastus2,2.03,0.306936,,,96,
,"[{'name': 'MaxResourceVolumeMB', 'value': '393216'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '48'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '96'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '48'}, {'name': 'ACUs', 'value': '195'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '96000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '805306368'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '805306368'}, {'name': 'CachedDiskBytes', 'value': '824633720832'}, {'name': 'UncachedDiskIOPS', 'value': '76800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '1153433600'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}, {'name': 'UltraSSDAvailable', 'value': 'True'}]",,,standardFSv2Family,,"[{'location': 'northcentralus', 'zoneDetails': [], 'zones': []}]",['northcentralus'],Standard_F48s_v2,virtualMachines,[],F48s_v2,Standard,northcentralus,2.04,0.274176,,,96,
,"[{'name': 'MaxResourceVolumeMB', 'value': '393216'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '48'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '96'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '48'}, {'name': 'ACUs', 'value': '195'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '96000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '805306368'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '805306368'}, {'name': 'CachedDiskBytes', 'value': '824633720832'}, {'name': 'UncachedDiskIOPS', 'value': '76800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '1153433600'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}, {'name': 'UltraSSDAvailable', 'value': 'True'}]",,,standardFSv2Family,,"[{'location': 'southcentralus', 'zoneDetails': [{'Name': ['3'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['3', '2', '1']}]",['southcentralus'],Standard_F48s_v2,virtualMachines,[],F48s_v2,Standard,southcentralus,2.448,0.329011,,,96,
,"[{'name': 'MaxResourceVolumeMB', 'value': '393216'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '48'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '96'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '48'}, {'name': 'ACUs', 'value': '195'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '96000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '805306368'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '805306368'}, {'name': 'CachedDiskBytes', 'value': '824633720832'}, {'name': 'UncachedDiskIOPS', 'value': '76800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '1153433600'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardFSv2Family,,"[{'location': 'westcentralus', 'zoneDetails': [], 'zones': []}]",['westcentralus'],Standard_F48s_v2,virtualMachines,"[{'reasonCode': 'NotAvailableForSubscription', 'restrictionInfo': {'locations': ['westcentralus'], 'zones': None}, 'type': 'Location', 'values': ['westcentralus']}]",F48s_v2,Standard,westcentralus,2.448,0.329011,,,96,
,"[{'name': 'MaxResourceVolumeMB', 'value': '393216'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '48'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '96'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '48'}, {'name': 'ACUs', 'value': '195'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '96000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '805306368'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '805306368'}, {'name': 'CachedDiskBytes', 'value': '824633720832'}, {'name': 'UncachedDiskIOPS', 'value': '76800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '1153433600'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}, {'name': 'UltraSSDAvailable', 'value': 'True'}]",,,standardFSv2Family,,"[{'location': 'westus', 'zoneDetails': [], 'zones': []}]",['westus'],Standard_F48s_v2,virtualMachines,[],F48s_v2,Standard,westus,2.544,0.341914,,,96,
,"[{'name': 'MaxResourceVolumeMB', 'value': '393216'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '48'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '96'}, {'name': 'MaxDataDiskCount', 'value': '32'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '48'}, {'name': 'ACUs', 'value': '195'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '96000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '805306368'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '805306368'}, {'name': 'CachedDiskBytes', 'value': '824633720832'}, {'name': 'UncachedDiskIOPS', 'value': '76800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '1153433600'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '8'}]",,,standardFSv2Family,,"[{'location': 'westus2', 'zoneDetails': [{'Name': ['2', '3', '1'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['2', '3', '1']}]",['westus2'],Standard_F48s_v2,virtualMachines,[],F48s_v2,Standard,westus2,2.03,0.345303,,,96,
,"[{'name': 'MaxResourceVolumeMB', 'value': '16384'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '4'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '8'}, {'name': 'MaxDataDiskCount', 'value': '16'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'HibernationSupported', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '4'}, {'name': 'ACUs', 'value': '210'}, {'name': 'vCPUsPerCore', 'value': '1'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '16000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '134217728'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '134217728'}, {'name': 'CachedDiskBytes', 'value': '51539607552'}, {'name': 'UncachedDiskIOPS', 'value': '12800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '201326592'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '4'}]",,,standardFSFamily,,"[{'location': 'centralus', 'zoneDetails': [{'Name': ['2', '3', '1'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['2', '3', '1']}]",['centralus'],Standard_F4s,virtualMachines,[],F4s,Standard,centralus,0.219,0.057225,,,8,
,"[{'name': 'MaxResourceVolumeMB', 'value': '16384'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '4'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '8'}, {'name': 'MaxDataDiskCount', 'value': '16'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'HibernationSupported', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '4'}, {'name': 'ACUs', 'value': '210'}, {'name': 'vCPUsPerCore', 'value': '1'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '16000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '134217728'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '134217728'}, {'name': 'CachedDiskBytes', 'value': '51539607552'}, {'name': 'UncachedDiskIOPS', 'value': '12800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '201326592'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '4'}]",,,standardFSFamily,,"[{'location': 'eastus', 'zoneDetails': [{'Name': ['2', '3', '1'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['2', '3', '1']}]",['eastus'],Standard_F4s,virtualMachines,[],F4s,Standard,eastus,0.199,0.076714,,,8,
,"[{'name': 'MaxResourceVolumeMB', 'value': '16384'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '4'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '8'}, {'name': 'MaxDataDiskCount', 'value': '16'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'HibernationSupported', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '4'}, {'name': 'ACUs', 'value': '210'}, {'name': 'vCPUsPerCore', 'value': '1'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '16000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '134217728'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '134217728'}, {'name': 'CachedDiskBytes', 'value': '51539607552'}, {'name': 'UncachedDiskIOPS', 'value': '12800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '201326592'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '4'}]",,,standardFSFamily,,"[{'location': 'eastus2', 'zoneDetails': [{'Name': ['2', '1', '3'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['2', '1', '3']}]",['eastus2'],Standard_F4s,virtualMachines,[],F4s,Standard,eastus2,0.199,0.0796,,,8,
,"[{'name': 'MaxResourceVolumeMB', 'value': '16384'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '4'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '8'}, {'name': 'MaxDataDiskCount', 'value': '16'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'HibernationSupported', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '4'}, {'name': 'ACUs', 'value': '210'}, {'name': 'vCPUsPerCore', 'value': '1'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '16000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '134217728'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '134217728'}, {'name': 'CachedDiskBytes', 'value': '51539607552'}, {'name': 'UncachedDiskIOPS', 'value': '12800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '201326592'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '4'}, {'name': 'UltraSSDAvailable', 'value': 'True'}]",,,standardFSFamily,,"[{'location': 'northcentralus', 'zoneDetails': [], 'zones': []}]",['northcentralus'],Standard_F4s,virtualMachines,[],F4s,Standard,northcentralus,0.199,0.035104,,,8,
,"[{'name': 'MaxResourceVolumeMB', 'value': '16384'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '4'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '8'}, {'name': 'MaxDataDiskCount', 'value': '16'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'HibernationSupported', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '4'}, {'name': 'ACUs', 'value': '210'}, {'name': 'vCPUsPerCore', 'value': '1'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '16000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '134217728'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '134217728'}, {'name': 'CachedDiskBytes', 'value': '51539607552'}, {'name': 'UncachedDiskIOPS', 'value': '12800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '201326592'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '4'}, {'name': 'UltraSSDAvailable', 'value': 'True'}]",,,standardFSFamily,,"[{'location': 'southcentralus', 'zoneDetails': [{'Name': ['3'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['1', '2', '3']}]",['southcentralus'],Standard_F4s,virtualMachines,[],F4s,Standard,southcentralus,0.219,0.044326,,,8,
,"[{'name': 'MaxResourceVolumeMB', 'value': '16384'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '4'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '8'}, {'name': 'MaxDataDiskCount', 'value': '16'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'HibernationSupported', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '4'}, {'name': 'ACUs', 'value': '210'}, {'name': 'vCPUsPerCore', 'value': '1'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '16000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '134217728'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '134217728'}, {'name': 'CachedDiskBytes', 'value': '51539607552'}, {'name': 'UncachedDiskIOPS', 'value': '12800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '201326592'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '4'}]",,,standardFSFamily,,"[{'location': 'westcentralus', 'zoneDetails': [], 'zones': []}]",['westcentralus'],Standard_F4s,virtualMachines,[],F4s,Standard,westcentralus,0.219,0.029434,,,8,
,"[{'name': 'MaxResourceVolumeMB', 'value': '16384'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '4'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '8'}, {'name': 'MaxDataDiskCount', 'value': '16'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'HibernationSupported', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '4'}, {'name': 'ACUs', 'value': '210'}, {'name': 'vCPUsPerCore', 'value': '1'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '16000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '134217728'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '134217728'}, {'name': 'CachedDiskBytes', 'value': '51539607552'}, {'name': 'UncachedDiskIOPS', 'value': '12800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '201326592'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '4'}, {'name': 'UltraSSDAvailable', 'value': 'True'}]",,,standardFSFamily,,"[{'location': 'westus', 'zoneDetails': [], 'zones': []}]",['westus'],Standard_F4s,virtualMachines,[],F4s,Standard,westus,0.249,0.043924,,,8,
,"[{'name': 'MaxResourceVolumeMB', 'value': '16384'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '4'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '8'}, {'name': 'MaxDataDiskCount', 'value': '16'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'HibernationSupported', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '4'}, {'name': 'ACUs', 'value': '210'}, {'name': 'vCPUsPerCore', 'value': '1'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '16000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '134217728'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '134217728'}, {'name': 'CachedDiskBytes', 'value': '51539607552'}, {'name': 'UncachedDiskIOPS', 'value': '12800'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '201326592'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '4'}]",,,standardFSFamily,,"[{'location': 'westus2', 'zoneDetails': [{'Name': ['2', '3', '1'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['2', '3', '1']}]",['westus2'],Standard_F4s,virtualMachines,[],F4s,Standard,westus2,0.199,0.0796,,,8,
,"[{'name': 'MaxResourceVolumeMB', 'value': '32768'}, {'name': 'OSVhdSizeMB', 'value': '1047552'}, {'name': 'vCPUs', 'value': '4'}, {'name': 'MemoryPreservingMaintenanceSupported', 'value': 'True'}, {'name': 'HyperVGenerations', 'value': 'V1,V2'}, {'name': 'MemoryGB', 'value': '8'}, {'name': 'MaxDataDiskCount', 'value': '8'}, {'name': 'CpuArchitectureType', 'value': 'x64'}, {'name': 'LowPriorityCapable', 'value': 'True'}, {'name': 'HibernationSupported', 'value': 'True'}, {'name': 'PremiumIO', 'value': 'True'}, {'name': 'VMDeploymentTypes', 'value': 'IaaS'}, {'name': 'vCPUsAvailable', 'value': '4'}, {'name': 'ACUs', 'value': '195'}, {'name': 'vCPUsPerCore', 'value': '2'}, {'name': 'CombinedTempDiskAndCachedIOPS', 'value': '8000'}, {'name': 'CombinedTempDiskAndCachedReadBytesPerSecond', 'value': '66060288'}, {'name': 'CombinedTempDiskAndCachedWriteBytesPerSecond', 'value': '66060288'}, {'name': 'CachedDiskBytes', 'value': '68719476736'}, {'name': 'UncachedDiskIOPS', 'value': '6400'}, {'name': 'UncachedDiskBytesPerSecond', 'value': '49283072'}, {'name': 'EphemeralOSDiskSupported', 'value': 'True'}, {'name': 'EncryptionAtHostSupported', 'value': 'True'}, {'name': 'CapacityReservationSupported', 'value': 'True'}, {'name': 'AcceleratedNetworkingEnabled', 'value': 'True'}, {'name': 'RdmaEnabled', 'value': 'False'}, {'name': 'MaxNetworkInterfaces', 'value': '2'}]",,,standardFSv2Family,,"[{'location': 'centralus', 'zoneDetails': [{'Name': ['2', '1', '3'], 'capabilities': [{'name': 'UltraSSDAvailable', 'value': 'True'}], 'name': None}], 'zones': ['2', '1', '3']}]",['centralus'],Standard_F4s_v2,virtualMachines,[],F4s_v2,Standard,centralus,0.204,0.027418,,,8,
